Date,BTC Price,BTC Max,BTC Min,BTC Vol,ETH Price,ETH Max,ETH Min,ETH Vol,XRP Price,XRP Max,XRP Min,XRP Vol,LTC Price,LTC Max,LTC Min,LTC Vol
20160526,452.137999,453.35,444,19700.5926,23273.4356,12.37,12.85,11.65,304.160817,0.00553895,0.00589588,0.00553895,426.331726,4.05265726,4.06025812,3.952
20160527,472.97,474.163727,445.13,115626.637,41897.7183,11.553,12.5473954,10.5744092,1545.30087,0.0057998,0.0057998,0.00543,6143.74523,4.3,4.45000001,4.01010842
20160528,493,508,460,184279.065,71445.8,10.905609,11.7388958,10.143,333.609719,0.00532085,0.00579996,0.00532085,11121.6613,4.493,4.733,4.18881487
20160529,511,522,461,346066.801,107540.239,11.8334684,12.3499999,10.63,330.298213,0.0054,0.0055876,0.00485029,8573.05547,4.474,4.59899972,4.01
20160530,530,551,509.55,290155.356,81120.0301,12.4081393,12.5250608,11.6501,2349.65149,0.00565,0.00619769,0.00535016,8647.15403,4.549,4.70539171,4.26000002
20160531,538.99,542.434199,524,150980.167,46091.4139,12.6250014,12.79,12.221,4093.53961,0.00568989,0.00579909,0.00540585,2291.70654,4.61,4.6642,4.46622973
20160601,529.92,549,510.5,274330.202,148811.788,13.8521489,14.2999,12.6250014,937.015272,0.00560726,0.00572759,0.00550001,3501.32975,4.63564927,4.71799064,4.46602337
20160602,536.000005,541.999999,522.142,167248.276,70882.4392,13.8,14.03,13.3431475,239.448923,0.00578445,0.00579019,0.0055501,1362.46467,4.67732389,4.77112485,4.61100001
20160603,537.99999,539.831291,531.783097,60231.0468,30179.7155,13.760103,14,13.6500001,840.567526,0.00569592,0.00581791,0.00562,772.812589,4.70222922,4.73289996,4.66018551
20160604,584.46,585,537.99999,315809.781,75759.4737,13.8404989,13.8600039,13.3563341,220.976996,0.0059,0.0059,0.00565048,5565.85053,4.89344616,4.89344617,4.70222922
20160605,579,592.17,560,235417.195,59637.5575,13.8039576,14,13.5,825.752298,0.00589,0.00593976,0.00570002,16295.0221,4.83002468,4.96248899,4.7
20160606,580.704202,583.896624,570,97017.9524,29721.3798,13.7,14.0145828,13.7,431.467197,0.00584979,0.00589,0.00551313,1937.41959,4.90384092,4.965,4.8
20160607,583,587.574,580,96108.3755,15905.5419,13.92,14.012498,13.6880981,5865.20484,0.00577956,0.0059,0.00560001,1389.26092,4.90146646,4.98,4.886
20160608,576.949999,589,560.102,149334.472,74989.5672,14.471,14.75,13.9099996,11243.3408,0.00563749,0.00589,0.00557539,2611.89605,4.78099997,4.93699977,4.7
20160609,581.969999,583.123456,572.947671,41823.8586,55230.6449,14.4599769,14.7499999,14.1448314,600.9026,0.00578889,0.0057889,0.00559001,1389.34604,4.77088137,4.80597587,4.70100752
20160610,577.309307,582,567.626498,54695.4808,49670.8823,14.21,14.6003049,14.11,289.529738,0.00561426,0.0057889,0.00561426,4084.10947,4.75,4.77799999,4.65
20160611, , , , , , , , , , , , , , , , 
20160612,618,627,581.13,198505.414,103166.676,14.1,14.362861,13.76,567.554488,0.0055836,0.00577927,0.005426,5009.51236,5.188899,5.26,4.8811182
20160613,682.099999,694.99,616,493544.173,262302.035,16.3999999,16.3999999,14.07,10026.3056,0.00562522,0.0057793,0.00546726,22144.6388,5.35699997,5.38745001,5.02
20160614,685.6896,700.648803,670,780298.008,533088.566,17.95,18.9499999,16.026,29217.1756,0.00800957,0.02,0.0054675,21970.5259,5.18099999,5.39999998,5.06140601
20160615,668,688.7,585,950920.385,499252.198,18.0480225,18.94,15.11,44620.5685,0.00678178,0.00899999,0.00557023,12176.48,5.09999,5.19446057,4.455
20160616,737.989998,740,662.33,687977.094,439214.302,19.6,19.7391778,17.2315317,9897.99954,0.00656,0.00695966,0.00630302,12031.7565,5.42999988,5.42999998,5.044
20160617,743,774.767,703.918871,1269048.74,1169913.33,19.3623432,21.4,18.9,31313.2629,0.00690464,0.007,0.0064,68900.6255,5.40785086,5.99999999,5.2
20160618,739.420001,770.999999,687.01,1939839.97,1929786.81,12.9249353,19.35,12.546,9116.6495,0.00666313,0.00699449,0.00625,24339.6925,5.52817421,5.93832382,5.13610147
20160619,751.52,788.899999,705,1617879.59,1624023.04,12.7897532,14.0522379,7.1142433,4606.57089,0.00655287,0.00684499,0.00622012,25804.357,5.5623384,5.76048148,5.28511488
20160620,765,769,748.0002,530987.826,421503.084,11.3,13.55,10.5011111,8365.00351,0.00665615,0.00829999,0.00645002,3242.49625,5.52919414,5.62916337,5.35267382
20160621,703,765,639.886261,1610300.7,275838.694,11.56,11.9999999,10.6427934,7384.48175,0.00649844,0.00680114,0.006,16794.4586,5.01,5.52919414,4.5
20160622,677,710,639.7,1917340.71,1175864.51,15.5232849,15.9499999,11.3,26729.3877,0.00628877,0.00658705,0.00578061,26919.6517,4.89947459,5.476,4.56256892
20160623,596,686.740507,562,2049482.92,640074.037,13.2070862,15.80002,12.8,64386.4543,0.00649718,0.009991,0.00600285,89374.2831,3.81017193,4.98009768,3.62255496
20160624,671.1,687.48,555.1,2085250.58,519474.868,14.2,14.56,12.6001,27760.612,0.0065,0.00689999,0.00609165,82426.659,4.308,4.479,3.58708659
20160625,686.5,710,638,976809.639,160808.289,14.3496695,14.84,13.656,5881.25661,0.00630228,0.00670715,0.0063,27412.0382,4.31098395,4.4936549,4.1
20160626,657.905662,690.77,640.02,601509.927,87264.7683,14.1657295,14.65,14,8120.84042,0.00657969,0.00664744,0.0063,7173.22358,4.23000018,4.39162975,3.97021031
20160627,650.666666,658,616.381,522904.904,120804.526,13.958,14.2239799,13.5609083,8486.4558,0.00654628,0.00664999,0.00630004,8630.51906,4.17299996,4.23000018,4
20160628,648,661.199938,631,347771.006,112673.03,13.808609,14.1188,13.6109999,9595.57624,0.00660078,0.00665002,0.00626301,3107.15408,4.18499999,4.20621849,4.06329099
20160629,633,656.299988,616.6,567819.922,462572.672,12.1,13.8363418,11.6,11304.1225,0.00697559,0.0075,0.00638,5218.10275,4.07281731,4.1908278,3.98000912
20160630,638.5,646,625,253582.473,156301.008,12.635,13.03,11.7740005,9617.70259,0.00674999,0.00722999,0.00656,3970.22037,4.0613,4.095,3.98300001
20160701,676.381737,690.320999,636,757022.574,79038.3929,12.192582,12.6999999,12.192582,15592.6321,0.00651516,0.00679996,0.0065,12209.039,4.24180502,4.36038463,4.04554994
20160702,678.499999,684.89999,670.223658,287545.369,156239.626,12.0999992,12.38,11.778,6884.76075,0.00671,0.0072,0.0067,3044.03998,4.294,4.32499995,4.20463519
20160703,682.999999,707.067644,675.10001,482605.562,116453.059,12.0236073,12.1999999,11.9091139,1482.03837,0.00674999,0.00713999,0.00648413,17060.9773,4.39940711,4.90539259,4.267112
20160704,674.998999,684.400999,641.51,515133.806,148532.616,11.77,12.094,11.5538373,6756.19131,0.00667499,0.00679393,0.00640001,3415.46375,4.40000039,4.47611217,4.18048963
20160705,677.499999,681.999999,635,586296.22,656806.386,11.0007083,11.8412152,9.97,4800.52249,0.00671071,0.00692,0.00611,7662.40584,4.51699904,4.55,4.162
20160706,672.97,680.633,660,451765.137,564706.121,10.689,11.0832136,9.15,4284.36741,0.0064321,0.00678613,0.00643208,8054.82572,4.42471,4.5,4.24
20160707,638,680.6,625.439999,482567.325,130110.172,9.90500023,11.04,9.801257,8935.01174,0.006219,0.00666482,0.00615,7153.32344,4.15914121,4.534,4.09400007
20160708,642.98,647,594,783674.873,128422.67,10.2,10.2,9.4,2766.1046,0.006601,0.00660981,0.00612,7964.81127,4.12235168,4.20999999,3.89799999
20160709,658.583658,669.65,637,577523.349,346264.69,10.897411,11.6015703,10.1066607,2386.1687,0.00621466,0.0067058,0.00620442,8741.56124,4.13512709,4.26720353,3.97393208
20160710,647.479998,664.511509,623,523165.859,53622.2719,10.89935,11.05,10.671988,493.004445,0.00647686,0.00654994,0.006162,7490.30451,4.10422464,4.19999999,3.97151583
20160711,650.499998,664.48,638,302063.78,29621.3396,10.56,11.0092489,10.5464003,6294.1847,0.0065,0.006576,0.00625069,934.812753,4.13,4.213,4.05000001
20160712,646.000022,654.468499,645,214821.336,67679.4972,10.6312404,10.7,10.24,6309.71365,0.00624836,0.00655,0.0062,698.60857,4.12299999,4.15999999,4.06000005
20160713,665.201,678,647.000022,387971.84,79388.7035,10.5718581,10.898999,10.42,309.156075,0.00649581,0.00649961,0.0063,2575.95203,4.19233669,4.257,4.1095641
20160714,655,672.060999,651,173296.492,106052.59,11.1198699,11.4,10.438,43.5175272,0.00631161,0.00649999,0.00625002,594.166366,4.13000421,4.22199748,4.13
20160715,661.1,669.9,653.68,206384.037,172244.398,12,12.0203816,10.89,2247.73484,0.00635635,0.0065,0.00635184,923.387828,4.16876763,4.22199999,4.13000386
20160716,667,677.98,661.1,187915.319,140142.539,11.7400122,12.41,11.711111,504.328097,0.00651939,0.00659,0.00639622,2479.63613,4.18956685,4.19999595,4.11000001
20160717,668,670,659.95,127017.478,48850.5497,11.4859999,11.9699789,11.1999999,3857.67799,0.00655,0.00683207,0.00652066,1263.29083,4.16242172,4.19999996,4.11700052
20160718,686.596994,690,667.6,199870.035,156431.177,11.61,11.779989,11,626.738741,0.00663938,0.00688068,0.00647939,3278.46027,4.23585709,4.25186563,4.15094807
20160719,676.999999,686.686994,668.325,354909.588,318885.755,11.33,11.7588998,11,7278.92625,0.00649026,0.00660615,0.00641928,2676.79429,4.19599988,4.23829596,4.15000001
20160720,674.589994,677.909994,667.9,235588.989,219775.524,11.75,12.2331083,11.1011111,138.661386,0.00646512,0.00658521,0.00642,147.439498,4.14403162,4.19698123,4.14000077
20160721,665,675,659.862625,181952.692,321462.875,12.5051726,13.0599999,11.658923,2530.28926,0.00645986,0.00645986,0.00627685,2608.95776,4.16,4.18055231,4.11815032
20160722,664.55274,670,662.0222,119839.334,135134.377,12.7,12.8638826,12.06,2958.35897,0.00648,0.006528,0.00637,847.767351,4.15296,4.173,4.12
20160723,646.010005,666.129093,641.304995,406788.781,698144.209,14.4999999,14.93,12.72,1565.58771,0.00639999,0.00651924,0.0062,4550.26497,4.00000206,4.12625283,3.9
20160724,654,665.087276,649.317684,302321.499,415007.812,13.7,14.78,12.9792249,1025.43849,0.00620527,0.00643988,0.00620127,3761.84501,4.06326251,4.08699984,4.00000204
20160725,657.469994,667.090968,652,300086.831,336825.256,13.5,14.03,12.245,2577.40321,0.006175,0.0065,0.0061,4332.18541,4.02,4.13,4.01395059
20160726,644.759994,659.998899,639.51,205431.12,141864.895,13.2802789,13.831,13,2407.57578,0.00601936,0.00626652,0.00601936,2910.57341,3.95861462,4.08096266,3.94429249
20160727,655.346789,662.010703,642,630781.024,821073.042,12.3511285,13.4229,11.2999994,2094.51261,0.00592934,0.00649994,0.00575059,10866.6386,3.95620915,4.01699999,3.898
20160728,657.44,661.000009,650,200359.27,218304.386,12.78105,13.48,12.3160328,1097.06653,0.00586009,0.00604766,0.00580588,3887.68816,3.95714027,4.00699068,3.9430041
20160729,657.020015,662,650,330908.217,91580.8687,12.6300086,13,12.51,3268.73145,0.00609999,0.00615,0.00580076,2218.30703,3.96119143,3.99963017,3.9448786
20160730,655.010005,661.94,653.600005,88896.7938,39380.7866,12.7604388,12.9499999,12.56,1369.87736,0.00619999,0.0062,0.0058,3505.80153,4.09499313,4.11652619,3.941699
20160731,640.907999,661.067999,629,214718.985,37736.5277,12.3952129,12.7999939,12.22,60.2162808,0.00595043,0.00619999,0.00595001,2144.01391,3.99212629,4.09643008,3.95377969
20160801,621.283005,639.462,611.01,639675.949,154758.681,11.4969989,12.4236742,11.3304499,531.381745,0.00577069,0.00599999,0.00576753,4120.44853,3.93433907,4.16999999,3.9
20160802,605,630.040015,594,1285564.71,337584.616,10.4899857,11.6696273,9.96888888,1252.28428,0.00574228,0.00599999,0.00574173,7549.55267,3.80299989,3.97599999,3.7
20160803,543.399999,608.943398,462.949994,3371633.64,1145681.96,9.30517735,10.8499975,7.25000001,4706.79015,0.00568098,0.00589999,0.0048,31795.5893,3.58590556,3.80399968,3.16000002
20160804,578.00001,590,534.052,1729085.76,608331.519,10.4701933,10.7999999,9.01,2158.90737,0.00584999,0.00584999,0.00531796,19456.1978,3.75,3.83211415,3.53000002
20160805,569.5,595.341006,567.105185,881697.86,415206.756,10.7999999,11.51,10.32,3855.88426,0.0058,0.00645,0.00550188,12940.3459,3.72000001,3.87999972,3.71696805
20160806,565.000001,578.777,563.001,319151.327,101041.708,10.3491963,11.1499999,10.3,1150.11502,0.0063234,0.00688068,0.00590001,1965.18222,3.69112033,3.76699972,3.66633946
20160807,593.060035,613,563.2,592871.074,95216.0143,11,11.2074856,10.21,8991.40985,0.00615001,0.00655188,0.00611002,2079.11985,3.78094967,3.82147704,3.66420208
20160808,595.150005,625,589,617466.838,114988.408,11.03,11.425,10.82,3550.9903,0.00620735,0.00648346,0.00605,7308.75184,3.86977349,3.95862484,3.76824308
20160809,590.587994,599.98,586,353183.575,78112.6724,11.3376429,11.4286399,11,4184.80615,0.0061,0.0061827,0.00595001,4320.70733,3.77828408,3.86977668,3.72000001
20160810,602.617511,625.299679,586.010005,870566.558,511344.25,12.700001,12.83,11.3282407,4069.28102,0.00639999,0.00656135,0.00593,10448.7242,3.84,3.99866082,3.75000001
20160811,596.277856,619,586.274183,781690.075,553327.932,12.0115115,12.8324376,11.9547988,6384.42062,0.00624999,0.0065,0.0061,8817.66699,3.73254366,3.9362504,3.44
20160812,590.1,605.512499,582.628633,578966.464,266592.503,11.9962358,12.1899999,11.6,926.44421,0.00629999,0.0063,0.00605607,7374.24393,3.75326598,3.82398868,3.72
20160813,590.5,595.417375,583.1,320517.255,96016.1147,11.8179997,12.1457146,11.6090002,33.0010378,0.006226,0.00624999,0.00604,2910.74992,3.74599997,3.78899991,3.68294774
20160814,581.96,592.019161,580.00001,171571.691,87503.3046,11.6750111,11.824,11.4619859,1250.59995,0.00596396,0.00623998,0.00596396,1141.09472,3.68498331,3.76793836,3.67295518
20160815,572.988999,583.068999,561.0001,613637.937,312550.337,11.32,11.7,10.75,991.562765,0.00599969,0.00614999,0.005,3292.79734,3.6195745,3.7294795,3.5703689
20160816,566.668757,598.875,561.01,437543.106,91130.6085,11.100003,11.42,10.9200015,7739.72078,0.00619999,0.00619999,0.00580571,4228.86934,3.55940474,3.692,3.5390718
20160817,574.288119,583.889999,565.220005,350659.904,148537.824,10.9841051,11.2,10.33,15.7931242,0.005982,0.00632764,0.005982,2075.16883,3.62806942,3.66571475,3.5568287
20160818,570.507901,578.776999,566,267974.156,137615.521,10.8850014,11.0999999,10.33,1750.66972,0.00590592,0.00614997,0.00590591,1123.37005,3.57298122,3.63,3.5609
20160819,571.350006,578.201,562.985753,262768.904,101359.972,10.6800001,10.9938688,10.6500007,265.028131,0.00612129,0.00614384,0.00590663,1172.49151,3.6050863,3.63999999,3.57000003
20160820,573.209994,576.976281,569.373034,163602.628,97885.4918,10.9023445,11.09,10.4670898,1284.43928,0.00609972,0.006438,0.00605606,237.175558,3.57739691,3.6307659,3.57336213
20160821,583.62,584.65,570.643021,183465.586,100800.265,11.0779939,11.3477083,10.9166858,6.69406354,0.00609842,0.00620365,0.00605001,3539.09843,3.62751198,3.6299999,3.58
20160822,583.415999,586.364999,578,166229.976,32855.3934,11.2485781,11.3122287,11.0000028,1478.81223,0.00604492,0.006146,0.00590664,1623.94399,3.61,3.636,3.59
20160823,591.498678,595,580.85,512965.039,96431.3269,11.25,11.397,11.0473705,3463.82251,0.0061,0.00612599,0.00561872,15289.7018,3.80803691,3.81999999,3.59000001
20160824,581.5,592.395993,578.5,483054.357,87103.0173,11.1149974,11.258,10.9,926.022271,0.00614591,0.00614591,0.00575007,42595.314,3.90000001,4.497,3.73559012
20160825,575,586.9,572.999999,277968.551,39188.0168,11.16,11.2499998,11,420.944926,0.00625,0.00625,0.00600001,12259.5623,3.88094775,3.986,3.76000001
20160826,579.969994,580.976994,573.0111,276968.504,61120.9394,11.3499999,11.45,11.1000053,290.34509,0.00595009,0.00624998,0.00595001,7730.61071,3.79969811,3.88094775,3.74000359
20160827,574,585.922528,572.61,228164.471,37019.9708,11.2392519,11.3859525,11.0325001,110.410699,0.00599771,0.0060899,0.0059,1797.18165,3.803,3.85999999,3.76110352
20160828,574.139999,577.890005,562.985753,487357.08,66809.4266,10.9760159,11.2809994,10.9,6089.88933,0.00600046,0.00608989,0.00585,3895.63344,3.753,3.81099998,3.70000977
20160829,576.169994,589,568.365572,820076.276,128857.233,11.0100185,11.1809786,10.7,1487.49343,0.00605727,0.00616996,0.00585,11790.3275,3.78121343,3.82,3.70000017
20160830,580.1,582.41598,571,584334.158,100726.097,11.0590777,11.2714865,10.8,3014.48626,0.00629837,0.0065,0.005895,17907.5099,3.81030137,3.817,3.72846845
20160831,573.45107,584.319999,572.028749,316600.594,89268.7887,11.292,11.359,11.0000565,2762.84395,0.00590007,0.0067,0.00590006,5993.26964,3.782337,3.86099999,3.758
20160901,573.566305,580.009999,571.0311,284310.646,170367.901,12.4498027,12.4312345,11.200001,2422.58126,0.00597821,0.00609995,0.005895,4451.15698,3.85037605,3.86435638,3.77391846
20160902,573.339999,577,570.160695,367954.772,143174.104,11.9949821,12.6599999,11.5,2250.43633,0.00594294,0.00603,0.005901,1927.60494,3.81013281,3.858,3.80100003
20160903,578.599995,598.610001,570,770219.478,269477.961,11.848,12.4699999,11,1895.85007,0.005901,0.00604999,0.005901,5414.57746,3.81,3.86299999,3.79200007
20160904,604.301797,614.997999,560.33,1203782.13,189885.088,11.6559002,12.0777954,11.4777,12592.1207,0.00598813,0.00624198,0.00585,17902.8127,3.94802454,3.9999999,3.80010027
20160905,612.225992,620,604.3018,523962.224,85469.0435,11.768961,11.9179668,11.6,3187.10014,0.00605,0.00607346,0.00585,12400.1028,4.03099997,4.09999999,3.93812133
20160906,613.242994,614.941299,603.3083,634859.134,122416.546,11.6,11.88,11.5156111,1924.19801,0.00605097,0.00608295,0.00587258,5959.72378,4.00989999,4.03099653,3.94346453
20160907,614.469362,617.1,608,451246.967,36226.1026,11.6142426,11.81,11.5170301,1822.15494,0.00587,0.00601812,0.00586705,2834.00192,3.982355,4.0199994,3.94512737
20160908,618.81,623.9,609.726108,571851.854,63697.9067,11.7399999,11.8099997,11.5700004,1956.06555,0.00597204,0.00609994,0.00585541,5055.77908,4.00599955,4.02,3.93623308
20160909,626.318994,635.691637,617.15,446531.091,163655.879,11.65,11.910479,11.35,1265.82109,0.00589637,0.00607402,0.00585545,5010.52448,4.00740251,4.06899987,3.96300119
20160910,625.550218,630,622.1,221768.452,71494.4344,11.7066879,11.9,11.509001,1071.28601,0.00600485,0.00602999,0.00585,3193.77765,4.00099999,4.02244843,3.95400001
20160911,627.288948,629.967124,625.550218,114623.529,110441.274,11.9999998,12.2885737,11.6000011,782.189908,0.00596466,0.00600971,0.00590001,4238.94038,4.0081287,4.02899994,3.95100001
20160912,612.22,635.95,591.663951,641443.617,134603.532,11.9122751,12.0925687,11.62,793.816788,0.00592451,0.00599,0.00579363,5822.1362,3.90999159,4.01899996,3.85
20160913,612.800002,615,607.431174,274222.662,103799.707,12.15,12.15,11.7240006,809.01835,0.00597535,0.0061,0.00582475,3937.70129,3.86351804,3.9012942,3.78100112
20160914, , , , , , , , , , , , , , , , 
20160915,613.510843,618.30045,611.018624,235665.711,193205.811,12.1100004,12.8,11.8760015,2578.76278,0.00617386,0.00647919,0.00591,945.683808,3.86236183,3.89299999,3.84000001
20160916,613,616.625783,609,315448.117,61723.0136,12,12.2382022,11.9600118,73514.0933,0.00780811,0.01149999,0.00611586,1571.42745,3.824,3.87999999,3.82100018
20160917,610.287773,614.489799,608,243472.897,170857.205,12.5878561,12.8203999,11.9600325,21508.597,0.00735072,0.00877506,0.00676491,7650.37886,3.8699888,3.87999999,3.8
20160918,608.801813,611.388764,605.999993,117029.897,59509.1307,12.924875,12.9,12.5077579,5543.08886,0.0068,0.00726038,0.00673076,806.906685,3.82693892,3.86334005,3.79075463
20160919,612.2,617.47,607.210002,214224.393,284259.05,12.9129,13.0890481,12.1749614,3873.54655,0.00686752,0.00706902,0.00674044,3151.25807,3.8454,3.87499999,3.80599941
20160920,611.785358,616.980791,608.121984,202338.225,191694.318,13.48,13.679431,12.77,1165.84198,0.00681963,0.00746461,0.00672499,9419.03034,3.86798713,3.87,3.81085812
20160921,600.514825,614,593.2,607276.931,387427.727,13.9282455,14.4799986,13.48,9099.19951,0.0067962,0.00689999,0.00665,4136.00295,3.79,3.87,3.75000001
20160925,603.003263,607.185378,602,69765.5201,46573.3629,13.0326813,13.2952262,12.7286585,1098.52209,0.00746578,0.0075,0.0072001,855.572119,3.83335687,3.84999996,3.80000061
20160926,602.8,605,598.682326,134163.352,25411.9981,12.8319284,13.1623233,12.7572085,6591.08135,0.00859262,0.00889999,0.00735399,3529.30485,3.84088083,3.84698316,3.78723198
20160927,607.757693,610.945937,602.8,218871.465,52020.9932,12.9872645,13.14,12.81,8304.19953,0.00803596,0.00889307,0.00764632,1355.93853,3.857,3.89592191,3.81109427
20160928,605.280992,608.73299,603.02469,126100.27,93911.8168,13.2630001,13.48005,13.0226439,5425.42617,0.00830033,0.00854252,0.00796741,387.28861,3.82980777,3.89209042,3.81800003
20160929,605.929721,607,603.173066,101516.57,17232.3827,13.155826,13.3499999,13.15,17931.4316,0.00881945,0.00936,0.00821126,247.760716,3.84951207,3.86999648,3.81783904
20160930,607.299906,608.7,604.450002,96866.3297,27048.5054,13.065,13.1935429,13.05,5595.8689,0.00933109,0.00945,0.00870251,885.770909,3.843,3.86799999,3.82201678
20161001,614.071386,616.999999,605.040584,196782.208,33194.0447,13.109,13.3599999,13.07,19934.417,0.00817054,0.00949609,0.00815462,11488.9776,3.83767628,3.87260913,3.83
20161002,611.650052,616.866323,607.500503,158946.829,40676.7605,13.2307163,13.3199999,13.1023319,5920.62755,0.00829436,0.00877016,0.00788039,3526.6432,3.826,3.87260923,3.826
20161003,612.097999,613.465333,607.935,96326.4139,24866.222,13.1600305,13.2899999,13.1360221,3514.82459,0.00807,0.00840064,0.00794961,426.332455,3.85710778,3.85710783,3.8178386
20161004,610.749177,614.85,609.389252,144976.686,52390.3144,13.478,13.5219003,13.17,2686.39453,0.00793076,0.00839998,0.00793076,355.063584,3.83354571,3.85710782,3.811
20161005,611.342405,613.784647,608.587041,206099.104,92454.3967,13.33,13.4948532,13.2000165,3764.74643,0.00762569,0.00817736,0.00755469,459.739372,3.84936766,3.85,3.81
20161006,612.149847,616.999999,609.200061,295468.603,68973.7096,13.01,13.3419326,13.01,4279.78094,0.00725865,0.00801074,0.00708817,7555.88827,3.81700001,3.86199999,3.8100015
20161007,615,616.359523,611.2,173597.543,69592.5453,12.8475765,13.0999298,12.6621253,2418.26105,0.0074844,0.00764891,0.00730649,514.346434,3.85,3.86495814,3.81400003
20161008,621.859999,623.721354,615,139734.721,84958.6448,12.3,12.8979545,12.3,1821.4546,0.0071551,0.0078,0.00714882,14914.0538,3.855,3.87897796,3.82300003
20161009,618.244952,623.219,615.556234,169756.008,103850.103,12.330001,12.40187,12,1560.78216,0.00772145,0.00775,0.00721989,1870.19661,3.82,3.863,3.82
20161010,619.79,621.329,615.557268,140924.875,59814.47,11.8999999,12.40187,11.8999999,9220.85792,0.00816379,0.009,0.00745,2967.30388,3.803,3.84827801,3.793
20161011,633.99,642.765547,616.833899,346764.827,69640.5047,12.1709057,12.252573,11.623569,5959.03649,0.008061,0.00859,0.00779394,3425.10815,3.81700001,3.86294999,3.78
20161012,639.159658,643.999999,631.97005,455552.055,86269.6411,11.9920899,12.1909936,11.7,1300.40724,0.0079409,0.00823396,0.00764128,12198.6981,3.82000001,3.8517,3.80300596
20161013,638.107904,643.269921,635.1,202093.371,76499.5826,11.9681953,12.15,11.6660068,7742.2876,0.00799886,0.0080131,0.00775102,2682.41158,3.92795207,3.95,3.792001
20161014,639.37924,640.814833,635.5,125174.989,43023.1727,12.05,12.1338799,11.8202359,3823.38781,0.00784399,0.00801904,0.00763465,3921.82614,3.9029997,3.94999997,3.85201537
20161015,643,643.899912,637.7,110522.53,14557.9527,11.9,12.0759977,11.8640017,1516.76137,0.00814541,0.00832029,0.00798673,3012.05321,3.89375105,3.92359999,3.86500017
20161016,643.925488,646,639,118398.724,39128.6382,11.9854042,12.0949563,11.815,5803.15919,0.008,0.0084,0.007999,556.2302,3.9013465,3.93,3.8600382
20161017,644.8,646.6,641.01,347280.585,14323.3194,12.0135723,12.083,11.8441943,15478.44,0.00829519,0.00832624,0.007899,1233.76927,3.89,3.92799018,3.87000012
20161018,638.8,646.6,637,360884.261,54336.2955,12.41909,12.564433,11.85,1806.66543,0.00825362,0.00838701,0.00794041,4620.34827,3.87399288,3.91699379,3.82400395
20161019,640,641.999966,631.808766,96139.2912,68192.3544,12.61,12.9505857,12.3000026,688.943993,0.00846097,0.00848664,0.00805041,4669.11932,3.86801858,3.90199999,3.83
20161020,633.296405,641.944859,626.05,253389.197,93123.3989,12.002244,12.617,11.9,6803.15944,0.0088971,0.00898765,0.00835771,3564.99622,3.82173858,3.86999887,3.76000005
20161021,635.271909,637.169899,629.539223,75507.605,19701.0535,12.1499999,12.3404156,12.0291399,11889.5029,0.00902381,0.00935,0.0085862,3607.69964,3.82099971,3.82499928,3.78400002
20161022,638.607477,639.000106,632.215468,56457.7687,5405.3445,12.1183348,12.2094122,12.08,2052.09037,0.00882055,0.00909835,0.00866234,986.433564,3.86887035,3.87,3.78858573
20161023,660.074831,670.874681,638.607477,506620.509,50248.8988,12.1587032,12.3345,12.0800001,3228.76078,0.0089885,0.00906492,0.00876478,9706.54924,3.93350344,3.95429523,3.84500002
20161024,653.491003,663.44569,653,132216.037,32473.5517,12.0509999,12.1587032,12.0124504,2043.13028,0.00902413,0.00949,0.00880029,7326.23153,3.89648701,3.93996706,3.88200001
20161025,659.008,664.8,653.491468,108682.994,56756.8468,11.68,12.0999505,11.5559999,2742.70089,0.00886,0.00915361,0.00886,2971.83639,3.91686736,3.91999999,3.84959925
20161026,661.600009,666,652.96513,226136.739,76084.0644,11.5488265,11.7881619,11.13,541.241589,0.00891855,0.00921112,0.0088,10593.4168,3.91042675,3.92,3.84959925
20161027,688.399999,689,661.500006,485538.066,61656.5848,11.307868,11.7099999,11.307868,6796.86897,0.0082,0.00888953,0.0082,7575.27927,4.06499832,4.08358763,3.87338361
20161028,684.455323,688.91,675.1,344931.206,116654.411,11.2500029,11.655185,11.25,5766.95987,0.0083906,0.00862882,0.00806323,2240.10417,3.9953129,4.05441264,3.93400033
20161029,706.8,711.435138,684.153969,708430.111,101897.872,11.1100016,11.3998103,10.95,14631.0572,0.00773895,0.0085,0.00725,9594.22468,4.038742,4.07,3.93700001
20161030,713.505651,724.53602,695.140002,932633.013,266000.265,10.378995,11.1692206,9.40000001,4378.39481,0.00797245,0.00799999,0.00737235,7761.03738,4.05,4.09989999,4.0012328
20161031,702.525443,714.50637,688,767140.645,112949.284,11.3927558,11.5274068,10.3143106,18116.1662,0.00829686,0.00843616,0.00758982,10438.6631,4.02099999,4.06699999,3.97800029
20161101,722.999999,728.56375,699.332574,496547.848,88660.1079,10.660824,11.4799997,10.66,3887.72926,0.00803565,0.00839998,0.00790507,10803.5741,4.04799352,4.06504908,3.98000001
20161102,733.937767,744.6,722,1046608.18,201547.899,10.9215554,11.2198433,10.4,5929.15405,0.00821,0.0084,0.00783605,11112.1254,4.12277719,4.16799917,4.02816569
20161103,739.2,751.002387,723.865564,473088.928,72174.9928,10.9899999,11.2449999,10.7080002,958.490614,0.0080005,0.00836066,0.0080005,8089.2523,4.06500001,4.21999998,4.05500622
20161104,704.04977,743.428372,674.1323,1527246.12,130750.76,11.0699999,11.165453,10.82,6247.44587,0.00805245,0.00843614,0.008,14565.5166,3.85404635,4.1335543,3.80056687
