BPRICE,BMAX,BMIN,BVOL,EPRICE,EMAX,EMIN,EVOL,XPRICE,XMAX,XMIN,XCOL,LPRICE,LMAX,LMIN,LVOL
"2,745.20","2,745.20","2,525.70","42,838,090.10","10,401,975.30",199.2,206,198.2,"1,459,556.30",0.2,0.2,0.2,"3,628,290.90",41.8,42.2,40.5
"2,738.20","2,844.20","2,681.00","49,020,243.20","14,935,967.80",182.2,201.3,181.8,"1,934,486.10",0.2,0.2,0.2,"3,770,942.30",38.8,41.9,38.1
"2,635.20","2,762.00","2,620.00","25,029,728.70","19,051,696.40",195.4,210.7,176.5,"1,371,386.10",0.2,0.2,0.2,"2,930,165.80",39.8,42,38.3
"2,741.00","2,755.80","2,626.00","19,124,914.30","8,186,182.40",195.4,203,191,"711,142.30",0.2,0.2,0.2,"1,305,293.60",39.5,40.9,39.1
"2,770.00","2,927.00","2,710.00","37,611,983.70","22,868,683.60",213,224.6,189.6,"2,555,841.60",0.2,0.2,0.2,"7,704,339.30",41.9,43.7,38.1
"2,712.20","2,824.40","2,640.00","45,259,190.90","31,711,645.70",221.1,233.2,204.1,"3,762,152.50",0.2,0.2,0.2,"6,138,305.00",42.5,44.5,40.2
"2,720.00","2,758.50","2,667.70","19,480,081.10","8,711,315.50",223.7,224.6,215.1,"1,592,565.90",0.2,0.2,0.2,"1,923,420.00",42.1,43.2,41.4
"2,813.80","2,813.80","2,717.10","17,116,911.90","10,070,477.00",225.2,228.7,222.2,"1,060,281.90",0.2,0.2,0.2,"1,388,867.20",42.6,43,42.1
"3,122.00","3,199.00","2,809.00","41,601,463.70","12,292,421.90",234.6,235.8,219.4,"1,971,973.10",0.2,0.2,0.2,"4,161,294.60",45.5,46.4,42.4
"3,175.00","3,333.00","3,121.10","43,088,954.90","33,133,819.10",252,266.5,232.7,"3,296,655.20",0.2,0.2,0.2,"3,307,440.60",45.5,47,45.2
"3,245.00","3,309.00","3,151.00","24,205,144.20","20,845,780.40",262.2,273,251,"1,906,858.50",0.2,0.2,0.2,"2,137,830.40",45.4,46.3,45
